budget,Genre,Language,popularity,release_date,revenue,runtime,title,vote_average,vote_count
60000000,Action,English,18.83,12/21/2005,129181830,94,Cheaper by the Dozen 2,5.7,526
61000000,Drama,English,113.16,9/9/2015,311256926,132,Maze Runner: The Scorch Trials,6.4,3040
60000000,Comedy,English,28.8,8/12/2010,204594016,133,Eat Pray Love,5.8,636
60000000,Action,English,19.71,12/12/2000,0,125,The Family Man,6.5,521
58000000,Drama,English,41.43,10/13/2010,71664962,111,RED,6.6,2808
55000000,Drama,English,23.13,12/16/1999,100230832,163,Any Given Sunday,6.8,422
60000000,Drama,English,12.87,5/14/1998,186883563,170,The Horse Whisperer,6.7,292
65000000,Action,English,44.82,8/4/2004,217764291,120,Collateral,7,1451
60000000,Drama,English,37.54,4/16/2002,165333180,92,The Scorpion King,5.3,779
60000000,Crime,English,11,10/1/2004,74541707,115,Ladder 49,6.2,207
60000000,Action,English,56.87,12/20/2012,218340595,130,Jack Reacher,6.3,2998
60000000,Music,English,22.99,7/28/1999,73648228,105,Deep Blue Sea,5.6,604
60000000,Drama,English,15.8,10/28/2009,0,111,This Is It,6.7,247
60000000,Animation,English,38.82,9/8/2011,137551594,106,Contagion,6.2,1325
60000000,Thriller,English,51.15,2/5/2009,124596398,100,Coraline,7.3,1386
60000000,Action,English,20.5,6/11/2008,163403799,91,The Happening,4.9,950
70000000,Comedy,English,45.3,4/23/2004,130293714,146,Man on Fire,7.3,1553
50000000,Comedy,English,4.28,3/9/2006,61112916,98,The Shaggy Dog,4.5,137
60000000,Family,English,28.85,3/5/2004,170268750,101,Starsky & Hutch,5.6,644
60000000,Fantasy,English,22.5,11/15/1996,129832389,89,Jingle All the Way,5.5,575
66000000,Drama,English,47.48,4/2/2004,99318987,122,Hellboy,6.5,2225
70000000,Family,English,10.15,3/5/1998,56702901,115,A Civil Action,6.1,109
60000000,Action,English,39.54,8/3/2012,107139399,90,ParaNorman,6.7,789
60000000,Action,English,19.75,11/14/1997,159330280,124,The Jackal,6.1,527
60000000,Drama,English,29.02,12/25/2003,96269812,119,Paycheck,5.9,581
60000000,Adventure,English,4.8,3/1/1996,0,119,Up Close & Personal,5.9,50
60000000,Action,English,16.49,12/19/2008,50877145,93,The Tale of Despereaux,5.8,258
60000000,Action,English,13.08,7/13/1995,104324083,100,Under Siege 2: Dark Territory,5.6,210
60000000,Drama,English,42.54,1/15/2014,50549107,105,Jack Ryan: Shadow Recruit,5.9,1173
60000000,Action,English,29.88,12/24/2015,101134059,124,Joy,6.4,1581
60000000,Science,English,61.85,3/2/2016,205754447,99,London Has Fallen,5.8,1621
70000000,Action,English,37.45,11/12/1997,162000000,109,Alien: Resurrection,5.9,1365
61000000,Animation,English,37.38,3/22/2007,95696996,124,Shooter,6.9,1462
60000000,Drama,English,30.66,9/10/2014,108255770,97,The Boxtrolls,6.6,668
75000000,Adventure,English,15.14,10/16/1998,46683377,104,Practical Magic,6.3,338
60000000,Adventure,English,59.55,2/6/2014,469160692,100,The Lego Movie,7.5,3070
60000000,Crime,English,27.62,7/12/2002,43061982,101,Reign of Fire,6,669
60000000,Comedy,English,29.04,1/10/2013,105200903,113,Gangster Squad,6.2,1778
60000000,Drama,English,25.29,6/18/2009,62357900,97,Year One,4.6,524
60000000,Action,English,23.85,12/10/2009,122233971,134,Invictus,7,1125
60000000,Romance,English,21.69,4/17/2009,87784194,127,State of Play,6.7,484
78146652,Comedy,English,13.63,3/19/2009,60000000,125,Duplicity,5.7,201
65000000,Action,English,6.81,2/11/1999,36850101,94,My Favorite Martian,5.1,80
60000000,Science,English,15.35,4/19/2006,77920346,108,The Sentinel,5.8,225
70000000,Science,English,23.66,11/19/2009,104945765,91,Planet 51,5.6,556
60000000,Crime,English,21.61,12/13/2002,67312826,117,Star Trek: Nemesis,6.1,479
60000000,Crime,English,22.62,9/2/2003,119940815,100,Intolerable Cruelty,5.8,391
80000000,Horror,English,24.66,1/29/2010,74901339,117,Edge of Darkness,6.2,487
60000000,Comedy,English,12.62,1/10/1997,33956608,110,The Relic,5.8,130
60000000,Action,English,21.09,12/6/2002,55003135,96,Analyze That,5.7,380
60000000,Action,English,18.38,9/11/2008,73174566,101,Righteous Kill,5.9,375
60000000,Drama,English,18.88,4/3/1998,0,111,Mercury Rising,6,368
60000000,Fantasy,English,17.3,4/24/2009,31720158,109,The Soloist,6.6,234
80000000,Drama,English,16.85,11/2/2000,39459427,126,The Legend of Bagger Vance,6.3,251
60000000,Action,English,21.55,9/15/2000,47383689,122,Almost Famous,7.4,797
60000000,Action,English,36.69,4/27/2005,71073932,101,xXx: State of the Union,4.7,549
60000000,Family,English,28.35,5/5/2011,78309131,87,Priest,5.4,692
60000000,Horror,English,18.82,7/2/2003,26288320,86,Sinbad: Legend of the Seven Seas,6.6,372
60000000,Drama,English,29.79,8/15/1997,26673242,96,Event Horizon,6.5,742
60000000,Drama,English,8.93,2/22/2002,52322400,104,Dragonfly,6.1,204
50000000,Action,English,15.21,9/15/2006,49111202,121,The Black Dahlia,5.7,287
60000000,Action,English,13.16,9/22/2006,17800000,140,Flyboys,6.3,271
72000000,Horror,English,15.43,10/19/2001,27642707,131,The Last Castle,7,285
90000000,Drama,English,5.76,1/14/2000,14828081,91,Supernova,4.9,109
60000000,Action,English,22.74,2/13/2014,30800231,118,Winter's Tale,6,487
60000000,Comedy,English,45.51,8/21/2013,90565421,130,The Mortal Instruments: City of Bones,6.2,1602
60000000,Drama,English,18.68,7/8/2008,50650079,90,Meet Dave,5,371
30000000,Comedy,English,14.38,6/27/2005,25473093,105,Dark Water,5.3,274
80000000,Adventure,English,14.3,3/26/1999,0,122,Edtv,5.7,166
60000000,Action,English,27.02,12/11/2008,57490374,106,Inkheart,6,592
60000000,Comedy,English,14.85,12/25/2008,39031337,103,The Spirit,4.7,320
60000000,Adventure,English,52.42,1/21/2015,30418560,106,Mortdecai,5.4,1055
60000000,Drama,English,15.41,11/29/2007,0,127,In the Name of the King: A Dungeon Siege Tale,4.1,224
35000000,Adventure,English,6.52,10/23/2003,0,127,Beyond Borders,6.7,110
68490000,Action,Chinese,4.73,1/22/2016,193677158,120,The Monkey King 2,6,24
80000000,Action,English,8.92,8/12/2005,10166502,132,The Great Raid,6.8,91
58000000,Drama,English,514.57,2/9/2016,783112979,108,Deadpool,7.4,10995
60000000,War,English,9.27,10/8/1998,0,114,Holy Man,4.9,111
58800000,Adventure,English,87.53,12/11/2014,542307423,133,American Sniper,7.4,4469
58000000,Comedy,English,45.35,8/5/2015,158162788,103,Goosebumps,6.2,995
58000000,Science,English,13.44,9/16/2005,102854431,95,Just Like Heaven,6.5,579
83000000,Action,English,6.25,4/28/2000,59468275,90,The Flintstones in Viva Rock Vegas,4.4,134
63000000,Comedy,English,31.29,5/24/1988,189015611,102,Rambo III,5.7,690
58000000,Comedy,English,7.74,3/24/2008,41299492,114,Leatherheads,5.7,130
60000000,Comedy,English,19.69,12/11/2015,0,119,The Ridiculous 6,4.9,388
58000000,Comedy,English,14.4,12/17/2009,85280250,103,Did You Hear About the Morgans?,5.1,276
58000000,Action,English,1.55,6/7/2013,44000000,119,The Internship,6.1,1658
60000000,Drama,English,2.14,9/9/2010,300228084,97,Resident Evil: Afterlife,5.8,1363
58000000,Drama,English,12.3,1/19/2012,50365377,125,Red Tails,5.9,178
57000000,Comedy,English,33.85,10/17/1997,152944660,144,The Devil's Advocate,7.2,1374
70000000,Fantasy,English,21.72,6/14/2012,58058367,116,That's My Boy,5.5,453
57000000,Action,English,31.79,5/31/1996,115267375,103,DragonHeart,6.4,535
60000000,Action,English,14.11,11/12/2004,61347797,97,After the Sunset,6,226
57000000,Drama,English,48.62,12/10/2011,149217355,95,Ghost Rider: Spirit of Vengeance,4.7,1135
57000000,Action,English,9.06,8/17/2001,62112895,131,Captain Corelli's Mandolin,5.5,145
56000000,Adventure,English,35.48,3/4/2005,113006880,95,The Pacifier,5.8,842
56000000,Comedy,English,23.44,4/2/2004,57223890,86,Walking Tall,6,381
55000000,Comedy,English,138.13,7/6/1994,677945399,142,Forrest Gump,8.2,7927
60000000,Comedy,English,47.34,12/13/2007,361366633,92,Alvin and the Chipmunks,5.5,1177
55000000,Adventure,English,29.97,10/6/2000,330444045,108,Meet the Parents,6.6,1698
55000000,Action,English,47.85,6/14/1995,346079773,81,Pocahontas,6.7,1457
55000000,Fantasy,English,48.51,12/13/1978,300218018,143,Superman,6.9,1022
54000000,Comedy,English,20.28,6/26/1996,128769345,95,The Nutty Professor,5.4,702
70000000,Adventure,English,34.58,2/10/2005,368100420,118,Hitch,6.4,1665
55000000,Comedy,English,22.57,7/15/1997,0,92,George of the Jungle,5.4,496
55000000,Action,English,36.19,8/1/2003,231449203,103,American Wedding,6,1129
55000000,Comedy,English,52.79,10/10/2013,95000000,134,Captain Phillips,7.6,2454
55000000,Fantasy,English,38.06,4/8/2010,152263880,97,Date Night,5.9,1122
50000000,Thriller,English,19.83,5/26/1995,287928194,100,Casper,6,1019
55000000,Comedy,English,79.92,9/24/2014,192330738,132,The Equalizer,7.1,2954
55000000,Action,English,19.74,12/13/2002,154906693,105,Maid in Manhattan,5.6,485
53000000,Drama,English,20.33,5/12/1995,157387195,116,Crimson Tide,7,498
55000000,Thriller,English,80.58,12/14/2006,307077295,117,The Pursuit of Happyness,7.7,2525
55000000,Drama,English,32.05,9/22/2005,223387299,98,Flightplan,6.1,772
55000000,Drama,English,15.06,12/9/1994,214015089,123,Disclosure,5.9,210
55000000,Action,English,21.27,4/10/1998,198685114,114,City of Angels,6.4,529
30000000,Comedy,English,79.75,10/10/2003,180949000,111,Kill Bill: Vol. 1,7.7,4949
55000000,Action,English,13.19,8/12/1999,0,97,Bowfinger,6,254
30000000,Action,English,50.62,4/16/2004,152159461,136,Kill Bill: Vol. 2,7.6,3948
55000000,Fantasy,English,22.79,12/22/1989,63408614,104,Tango & Cash,6.1,458
55000000,Adventure,English,29.5,7/30/1992,149022650,104,Death Becomes Her,6.3,636
55000000,Action,English,25.4,5/26/2000,56932305,110,Shanghai Noon,6.2,735
55000000,Comedy,English,17.23,3/15/1996,121969216,133,Executive Decision,5.8,256
55000000,Adventure,English,32.84,6/17/2011,187361754,94,Mr. Popper's Penguins,5.7,751
55000000,Animation,English,17.1,4/18/2008,127906624,104,The Forbidden Kingdom,6.3,461
55000000,Science,English,14.41,10/30/2013,110000000,91,Free Birds,5.7,254
50000000,History,English,45.86,5/22/1992,159773545,114,Alien³,6.2,1633
55000000,Action,English,7.03,12/14/1996,141047179,134,Evita,5.9,120
55000000,Adventure,English,32.66,9/25/1998,41610884,122,Ronin,6.7,658
50000000,Family,English,12.47,10/11/1996,75000000,109,The Ghost and the Darkness,6.4,236
55000000,Comedy,English,39.88,11/27/2014,259207227,95,Paddington,7,883
68000000,Drama,English,39.4,7/26/2012,68267862,98,The Watch,5.3,881
55000000,Drama,English,8.63,3/11/2003,34234008,94,The Hunted,6,189
80000000,Comedy,English,7.39,6/4/1999,0,126,Instinct,6.2,146
55000000,Animation,English,8.8,12/10/2003,33828318,118,Stuck on You,5.1,188
60000000,Crime,English,23.7,3/12/2012,118338361,88,The Pirates! In an Adventure with Scientists!,6.4,374
55000000,Action,English,27.51,1/30/2008,113020255,141,Changeling,7.3,1131
50000000,Drama,English,20.59,8/2/1996,60209334,107,Chain Reaction,5.3,284
55000000,Thriller,English,4.37,8/15/1996,18626419,116,The Fan,5.7,194
70000000,Drama,English,18.93,12/8/2004,154648887,143,The Phantom of the Opera,7,438
55000000,Action,English,15.27,9/9/2007,74237563,114,Elizabeth: The Golden Age,6.6,303
62000000,Drama,English,29.95,11/30/2005,52304001,93,Æon Flux,5.4,703
56000000,Action,English,4.36,2/21/2003,12923936,214,Gods and Generals,6.1,48
55000000,Comedy,English,4.7,1/9/1997,11466088,100,Turbulence,5.2,62
55000000,Comedy,English,12.34,6/19/2009,0,107,Imagine That,5.7,134
50000000,Action,English,14.81,3/20/2014,80383290,112,Muppets Most Wanted,6.2,316
57000000,Drama,English,9.28,7/23/2004,28283637,95,Thunderbirds,4.2,91
55000000,Drama,English,22.86,11/23/2010,89519773,119,Burlesque,6.9,573
47000000,Action,French,23.05,10/26/2004,0,133,A Very Long Engagement,7.1,346
55000000,Fantasy,English,12.67,1/4/2002,6416302,96,D-Tox,5.3,123
54000000,Drama,English,67.17,3/22/2002,155010032,117,Blade II,6.2,1528
55000000,Action,English,41.47,12/18/2008,168167691,123,Seven Pounds,7.5,2039
55000000,Crime,English,22.5,1/31/2013,9489829,92,Bullet to the Head,5.2,481
54000000,Comedy,English,59.19,12/24/1990,136766062,162,The Godfather: Part III,7.1,1546
57000000,Comedy,English,22.89,10/6/2005,52034889,123,Elizabethtown,6.1,327
54000000,Action,English,18.6,7/14/2006,130431368,108,"You, Me and Dupree",5.4,407
54000000,Drama,English,30.52,12/4/1980,190458706,127,Superman II,6.5,629
54000000,Drama,English,9.05,8/1/2003,7266209,121,Gigli,3.5,104
55000000,Action,English,7.77,9/10/2006,9450897,125,All the King's Men,5.7,95
46000000,Animation,English,19.64,6/15/2000,107196498,99,Shaft,5.5,308
53000000,Drama,English,45.57,11/20/1997,139804348,94,Anastasia,7.4,1432
52500000,Mystery,English,57.37,3/9/2001,179213434,127,Moulin Rouge!,7.4,1300
75000000,Crime,English,8.42,10/30/2001,54249294,89,Domestic Disturbance,5.4,113
53000000,War,English,46.05,9/4/2015,98837872,122,Black Mass,6.3,1242
90000000,Drama,English,23.94,10/18/2006,65900249,132,Flags of Our Fathers,6.7,526
53000000,Thriller,English,49.59,10/15/2009,126690726,109,Law Abiding Citizen,7.2,1486
67000000,Drama,English,16.64,4/6/2007,25037897,191,Grindhouse,6.8,459
52000000,Thriller,English,73.94,12/25/2002,352114312,141,Catch Me If You Can,7.7,3795
40000000,Romance,English,38.31,12/19/2012,132820716,157,Zero Dark Thirty,6.7,1702
52000000,Comedy,English,26.25,6/1/2006,204999686,106,The Break-Up,5.6,832
52000000,Comedy,English,30.78,7/3/2008,609841637,108,Mamma Mia!,6.4,1386
52000000,Action,English,25.42,2/10/2010,216485654,125,Valentine's Day,5.7,1013
50000000,Drama,English,15.98,8/5/2005,110803676,104,The Dukes of Hazzard,5.1,316
52000000,Comedy,English,40.07,12/25/1998,98126565,170,The Thin Red Line,7.2,771
52000000,Comedy,English,32.02,8/5/2011,75450437,112,The Change-Up,5.9,736
82000000,Drama,English,24.44,12/22/1999,47434430,118,Man on the Moon,6.9,435
52000000,Action,English,40.07,11/22/1995,116112375,178,Casino,7.8,1307
52000000,Action,English,27.92,2/5/2010,52826594,92,From Paris with Love,6.1,675
52000000,Comedy,English,15.21,3/28/2003,0,104,Bulletproof Monk,5.1,278
51000000,Animation,English,39,6/22/2000,149270999,116,"Me, Myself & Irene",6.1,927
51000000,Adventure,English,10.43,8/4/2006,72779000,90,Barnyard,5.3,225
50000000,Adventure,English,94.82,3/15/2009,709827462,130,The Twilight Saga: New Moon,5.6,2436
60000000,Science,English,67.3,5/16/2001,484409218,90,Shrek,7.3,4056
50200000,Adventure,English,26.61,3/3/2011,127869379,106,The Adjustment Bureau,6.5,1652
48000000,Comedy,English,28.8,6/14/1991,390493908,143,Robin Hood: Prince of Thieves,6.6,909
50000000,Comedy,English,27.04,12/6/1996,273552592,139,Jerry Maguire,6.7,913
50000000,Comedy,English,68.88,6/29/2012,549368315,106,Ted,6.3,4697
50000000,Comedy,English,37.89,12/19/1997,314178011,139,As Good as It Gets,7.2,915
50000000,Comedy,English,35.54,12/25/1998,202292902,115,Patch Adams,7,832
50000000,Comedy,English,38.13,12/18/2013,173649015,119,Anchorman 2: The Legend Continues,6,923
50000000,Thriller,English,18.12,6/28/2002,171269535,96,Mr. Deeds,5.6,644
50000000,Drama,English,37.07,6/8/2011,260095987,112,Super 8,6.6,2435
52000000,Comedy,English,30.35,3/17/2000,256271286,131,Erin Brockovich,7.1,716
50000000,Crime,English,23.85,2/7/2003,177371441,116,How to Lose a Guy in 10 Days,6.3,850
50000000,Horror,English,52.38,6/5/2014,188441614,112,22 Jump Street,7,3319
60000000,Comedy,English,50.16,11/11/1994,223664608,123,Interview with the Vampire,7.2,1516
70000000,Action,English,43.85,12/9/2008,225990978,104,Yes Man,6.4,1813
50000000,Comedy,English,45.32,6/15/2016,216972543,107,Central Intelligence,6.2,1650
50000000,Fantasy,English,38.62,12/25/2015,242786137,96,Daddy's Home,5.8,854
50000000,Crime,English,65.9,12/25/2014,212902372,125,Into the Woods,5.6,1652
45000000,Drama,English,45.22,3/23/2006,184376254,129,Inside Man,7.3,1630
90000000,Action,English,17.46,2/5/1999,161626121,100,Payback,6.7,548
50000000,Drama,English,10.76,6/9/1995,152022101,109,Congo,5,213
50000000,Action,English,38.63,12/22/2011,120081841,124,We Bought a Zoo,6.5,909
50000000,Comedy,English,32.69,3/19/2009,155446362,121,Knowing,5.9,1486
50000000,Drama,English,18.81,3/10/2006,88715192,97,Failure to Launch,5.5,399
50000000,Comedy,English,32.23,3/17/2005,161451538,110,The Ring Two,5.4,632
50000000,Animation,English,37.99,7/29/2011,142851197,118,"Crazy, Stupid, Love.",7,2443
50000000,Comedy,English,17.67,6/10/2004,200804534,80,Garfield,5.2,820
60000000,Drama,English,9.23,11/24/2004,0,99,Christmas with the Kranks,5.2,193
50000000,Action,English,46.18,9/22/2011,110206216,133,Moneyball,7,1381
50000000,Action,English,30.4,3/10/1995,189859560,127,Outbreak,6.3,513
50000000,Adventure,English,83.3,1/26/2014,222809600,106,Non-Stop,6.8,2268
50000000,Action,English,23.94,3/12/2009,106303988,98,Race to Witch Mountain,5.5,509
54000000,Action,English,84.63,3/15/2006,132511035,132,V for Vendetta,7.7,4442
50000000,Adventure,English,16.25,2/6/2003,88323487,115,Shanghai Knights,6,692
50000000,Comedy,English,9.89,2/10/2006,69834815,86,Curious George,6.2,106
50000000,Thriller,English,12.05,6/22/2005,66002004,101,Herbie Fully Loaded,5.1,542
50000000,Fantasy,English,11.6,9/28/2001,100020092,113,Don't Say a Word,6,220
50000000,Thriller,English,53.03,1/17/2013,224803475,88,Hansel & Gretel: Witch Hunters,5.7,3239
50000000,Action,English,14.38,5/10/2002,119137784,124,Unfaithful,6.3,276
50000000,Drama,English,43.45,2/18/2011,144492830,109,I Am Number Four,5.9,1567
50000000,Action,English,16.87,11/23/2005,94000000,128,Syriana,6.3,451
50000000,Romance,English,42.53,1/13/2016,69411370,144,13 Hours: The Secret Soldiers of Benghazi,7,938
50000000,Thriller,English,34.89,10/1/2014,97437106,95,The Book of Life,7.3,755
45000000,Crime,English,18.19,2/10/2006,82800000,105,Firewall,5.6,267
50000000,Action,English,13.58,2/14/1997,50068310,121,Absolute Power,6.4,223
50000000,Drama,English,19.43,8/22/1997,48169156,125,G.I. Jane,6,395
50000000,Horror,English,62.93,9/12/1997,109423648,129,The Game,7.5,1506
50000000,Comedy,English,32.93,4/21/2006,97607453,125,Silent Hill,6.3,1067
50000000,Action,English,39.92,4/4/2012,234989584,113,American Reunion,6.1,1611
50000000,Action,English,28.73,7/29/1998,44547681,140,The Negotiator,6.8,582
50000000,Action,English,20.57,8/6/2014,160602194,89,Into the Storm,5.8,817
50000000,Comedy,English,20.33,5/24/1994,119208989,104,Beverly Hills Cop III,5.5,434
50000000,Drama,English,33.99,6/15/1990,41482207,106,Gremlins 2: The New Batch,6.2,652
50000000,Action,English,42.47,10/8/2014,83719388,141,The Judge,7.2,1417
50000000,Horror,English,15.93,9/26/1997,0,124,The Peacemaker,5.8,255
45000000,Comedy,English,29.88,9/10/2004,129394835,94,Resident Evil: Apocalypse,6.1,1267
50000000,Thriller,English,28.8,11/10/2004,40203020,108,Bridget Jones: The Edge of Reason,6.1,750
50000000,Action,English,14.99,10/3/2003,55495563,105,Out of Time,6.1,298
50000000,Adventure,English,9.11,2/18/1994,49000000,102,On Deadly Ground,4.5,104
50000000,Drama,English,12.31,6/10/2005,69425966,92,The Adventures of Sharkboy and Lavagirl,4.4,269
40000000,Drama,English,41.36,2/11/2000,144056873,119,The Beach,6.3,1233
50000000,Action,English,13.3,5/27/2004,49718611,119,Raising Helen,5.9,189
40000000,Drama,English,19.09,9/29/2009,60462347,99,Ninja Assassin,6.2,371
50000000,Drama,English,9.62,9/17/1999,0,137,For Love of the Game,6.3,88
50000000,Family,English,11.11,6/28/1996,113309743,115,Striptease,4.4,205
50000000,Drama,English,12.26,6/4/2010,83761844,87,Marmaduke,5,149
50000000,Crime,English,13.37,10/15/2010,105197635,129,Hereafter,5.8,510
50000000,Action,English,16.17,4/19/2002,56714147,120,Murder by Numbers,6,268
50000000,Crime,English,23.07,10/6/1995,30303072,132,Assassins,6,387
50000000,Comedy,English,6.57,2/6/2007,82169884,121,Hannibal Rising,6,654
50000000,Action,English,6.23,10/13/1999,58900031,95,The Story of Us,5.9,75
44000000,Action,English,42.93,3/22/2013,63327201,125,The Host,6,1817
50000000,Crime,English,19.23,4/18/2003,42792561,98,Basic,6.2,286
50000000,Drama,English,10.09,8/4/2002,26199517,110,Blood Work,6.1,206
50000000,Action,English,13.39,2/3/2009,60161391,118,The International,6,368
50000000,Adventure,English,21.64,8/9/1996,42277365,97,Escape from L.A.,5.6,373
70000000,Adventure,English,61.25,8/6/1999,23159305,86,The Iron Giant,7.6,1436
50000000,War,English,25.24,12/10/2004,34808403,119,The Life Aquatic with Steve Zissou,7.1,775
50000000,Drama,English,21.59,6/24/2016,25035950,139,Free State of Jones,6.6,428
50000000,Comedy,English,22.44,2/21/2003,38955598,130,The Life of David Gale,7.3,480
40000000,Action,English,6,2/25/2005,0,100,Man of the House,5.4,120
50000000,Thriller,English,74.65,3/11/2015,71561644,114,Run All Night,6.3,1148
51500000,Action,English,35.48,9/14/2007,55112356,100,Eastern Promises,7.2,848
50000000,Adventure,English,14.72,9/30/2005,44434439,110,Into the Blue,5.8,458
60000000,Comedy,French,21.08,10/18/1999,66976317,148,The Messenger: The Story of Joan of Arc,6.2,367
49900000,Drama,English,21.41,4/8/2011,26121638,102,Your Highness,5.2,501
50000000,Action,English,19.27,9/30/2011,38502340,84,Dream House,5.8,391
50000000,Action,English,3.31,11/7/1997,10541523,114,Mad City,5.9,81
50000000,Drama,English,21.31,7/1/1994,16671505,99,Baby's Day Out,5.8,274
50000000,Drama,English,7.44,10/13/1995,10382407,135,The Scarlet Letter,5.5,108
22000000,Action,English,12.55,5/20/2010,24188922,108,Fair Game,6.5,235
50000000,Action,English,18.39,9/22/2005,22944502,127,Domino,6,444
50000000,Action,English,8.19,10/13/1995,9851610,95,Jade,5.2,44
50000000,Fantasy,English,27.63,9/3/2009,40828540,95,Gamer,5.6,760
60000000,Comedy,English,40.72,2/13/2013,60052138,124,Beautiful Creatures,5.6,984
55000000,Comedy,English,11.33,3/28/2002,0,109,Death to Smoochy,5.9,132
50000000,Comedy,English,37.25,2/6/2016,55969000,100,Zoolander 2,4.7,797
50000000,Comedy,English,6.4,1/30/2004,6808550,88,The Big Bounce,5,76
60000000,Fantasy,English,2.28,3/3/2000,0,105,What Planet Are You From?,5.4,37
50000000,Action,English,30.39,2/24/2011,28931401,105,Drive Angry,5.3,600
50000000,Action,English,8.14,2/27/2009,12764201,97,Street Fighter: The Legend of Chun-Li,3.9,112
49000000,Action,English,21.75,11/2/2001,72700000,87,The One,5.7,437
49000000,Drama,English,2.81,7/11/1990,20423389,104,The Adventures of Ford Fairlane,6.2,71
50000000,Thriller,English,31.02,4/1/2009,36348784,116,The Boat That Rocked,7.2,666
48000000,Adventure,English,25.17,12/27/2000,207515725,147,Traffic,6.9,562
48000000,Crime,English,80.97,5/24/1989,474171806,127,Indiana Jones and the Last Crusade,7.6,3152
49000000,Drama,English,116.7,3/4/2015,104399548,120,Chappie,6.6,3062
73000000,Crime,English,33.88,11/4/1999,151493655,118,The Bone Collector,6.5,826
48000000,Action,English,53.04,3/29/2002,196397415,111,Panic Room,6.5,1267
75000000,Crime,English,34.97,9/27/1999,108000000,114,Three Kings,6.6,692
50000000,Adventure,English,40.37,3/15/2015,3324330,137,Child 44,6.1,547
48000000,Drama,English,18.6,7/30/2001,85498534,112,Rat Race,6,518
48000000,Fantasy,English,30.92,10/22/2001,50315140,120,K-PAX,7.1,695
48000000,Music,English,19.35,10/19/2000,90383208,93,Bedazzled,5.6,512
58000000,Western,English,8.59,12/14/1984,25928721,127,The Cotton Club,6.6,68
55000000,Thriller,English,48.8,9/6/2007,70016220,122,3:10 to Yuma,6.9,1188
48000000,Romance,English,88.84,12/16/2014,325771424,109,Taken 3,6.1,2200
48000000,Comedy,English,16,6/26/1998,77745568,123,Out of Sight,6.5,333
47000000,Adventure,English,19.53,6/10/1996,102825796,96,The Cable Guy,5.7,594
47000000,Drama,English,7.86,6/15/1990,103738726,103,Dick Tracy,5.9,251
48000000,Comedy,English,18.1,8/6/1999,124305181,113,The Thomas Crown Affair,6.6,339
48000000,Action,English,7.23,10/19/2001,35743308,132,Riding in Cars with Boys,6.5,103
15000000,Animation,English,63.07,10/22/1982,125212904,93,First Blood,7.2,1488
47000000,Drama,English,10.41,9/14/2006,38085778,75,Happily N'Ever After,4.6,104
47000000,Comedy,English,6.07,2/23/1996,12379402,104,Mary Reilly,5.7,74
38000000,Crime,English,15.4,6/19/1997,299288605,105,My Best Friend's Wedding,6.3,584
46000000,Science,English,41.32,5/24/2002,113714830,118,Insomnia,6.8,1148
46000000,Action,English,25.67,11/21/1996,150000000,111,Star Trek: First Contact,7,661
47000000,Drama,English,22.58,6/18/2010,10539000,80,Jonah Hex,4.4,420
46000000,Comedy,English,12.97,7/4/1996,100860818,117,Courage Under Fire,6.2,232
45000000,Crime,English,26.72,3/21/1997,181000000,86,Liar Liar,6.4,1424
25000000,Drama,English,24.67,7/13/2016,15436808,127,The Infiltrator,6.6,573
46000000,Fantasy,English,0.15,5/4/1981,5200000,140,Inchon,6.5,2
46000000,Action,English,28.96,5/26/1994,341631208,91,The Flintstones,5,543
45000000,Comedy,English,49.35,9/27/2012,376141306,91,Taken 2,6.1,2757
48000000,Comedy,English,36.59,10/24/2003,220673217,84,Scary Movie 3,5.8,912
45000000,Action,English,32.62,12/14/2000,212000000,111,Miss Congeniality,6.1,961
45000000,Comedy,English,53.09,7/10/2008,101702060,93,Journey to the Center of the Earth,5.8,1309
40000000,Drama,English,30,8/6/2004,95149435,113,The Princess Diaries 2: Royal Engagement,6,697
45000000,Drama,English,17.92,12/16/1993,195268056,141,The Pelican Brief,6.3,371
45000000,Drama,English,17.75,7/20/1994,117615211,119,The Client,6.4,278
45000000,Drama,English,31.31,12/25/2007,175372502,97,The Bucket List,7,1111
45000000,Romance,English,19.64,6/4/1992,178051587,117,Patriot Games,6.3,433
43000000,Drama,English,10.41,5/13/2005,154749918,101,Monster-in-Law,5.6,406
46000000,Action,English,88.5,9/18/2013,122126687,153,Prisoners,7.9,3085
45000000,Comedy,English,52.08,10/5/2001,104876233,122,Training Day,7.3,1634
45000000,Comedy,English,30.82,12/23/1999,90683916,102,Galaxy Quest,6.9,710
45000000,Comedy,English,35.38,7/4/2001,141220678,83,Scary Movie 2,5.4,982
45000000,Horror,English,17.05,11/22/2011,165184237,103,The Muppets,6.5,501
45000000,Drama,English,43.82,8/21/1998,131183530,120,Blade,6.5,1905
30000000,Action,English,23.23,1/14/2005,76669806,136,Coach Carter,7.3,496
45000000,Adventure,English,17.27,4/7/2002,94935764,89,Changing Lanes,5.9,299
45000000,Comedy,English,27.68,4/11/1997,136885767,89,Anaconda,4.7,610
45000000,Comedy,English,26.8,7/30/2000,113916474,100,Coyote Ugly,5.8,575
40000000,Adventure,English,37.07,9/7/2003,244931766,135,Love Actually,7,1869
120000000,Horror,English,87.35,11/25/1998,363258859,95,A Bug's Life,6.8,2303
